E_COMMODITY,E_COMMODITY_LDESC
8461405060,"GEAR GRIND OR FINISH MACH,MTL REMOV, $3025, OV,NE"
8461500010,"SAWING OR CUTTING-OFF MACH, MTL REMOV, USED/REBLT"
8461500020,"SAW OR CUT-OFF MACH, MTL REMOV, UNDER $3025, NEW"
8461500050,"SAW OR CUT-OFF MAC,MTL REMOV, N/C, $3025 OV, NEW"
8461500090,"SAW OR CUT-OFF MAC,MTL REMOV,EXC N/C, $3025 OV, NE"
8462100010,"FORGE OR DIE STAMP MAC (INC PRESS) AND HAMMER,USED"
8462100030,"HEADERS & UPSETTERS, INC COLD HEADERS,MTL FORM,NEW"
8462100035,"MECHANICAL TRANSFER PRESSES, NEW"
8462100055,"FORG/DIE STAMP MAC & HAMER,EX HEADER & UPSETER,NEW"
8462110050,"CLOSED DIE FORGING MACHINES, NESOI"
8462210000,"BEND,FOLD,FLATTEN MACH, NUMERICALLY CONTROL"
8462220060,"PROFILE FORMING MACHINES, N/C, NESOI"
8462230060,"PRESS BRAKES, MTL FORMING, N/C, NESOI"
8462240060,"PANEL BENDERS, MTL FORMING, N/C, NESOI"
8462250060,"ROLL FORMING MACHINES, N/C, NESOI"
8462260060,"BEND,FOLD,FLATTEN MACH, N/C, NEW,NESOI"
8462310040,"SHEARING MACHINES,EXC COMB, METAL FORM, N/C, USED"
8462310080,"SHEARING MACHINES,EXC COMB, METAL FORM, N/C, NEW"
8462325060,"SITTING LINES AND CUT TO LENGTH LINES, EX N/C, NEW"
8462410040,"PUNCHING OR NOTCHING MAC, INC COMB, N/C, USED"
8462410080,"PUNCHING OR NOTCHING MACH, INC COMB, N/C, NEW"
8462590060,"MACH FOR WORK TUBE, PIPE, EXC PRESSES, EXC N/C,NEW"
8462610030,"HYDRAULIC PRESSES, METAL FORMING, USED OR REBUILT"
8462610060,"HYDRAULIC PRESSES, METAL FORMING, N/C, NEW"
8462610090,"HYDRAULIC PRESSES, METAL FORMING, EXCEPT N/C, NEW"
8462620010,"MECHANICAL PRESSES, METAL FORMING, USED OR REBUILT"
8462620030,"MECHANICAL PRESSES, METAL FORMING, N/C, NEW"
8462620060,"MACH TOOLS MECH,MTL FORM,EXC N/C, $3025 OV, NEW"
8462630010,"SERVO-PRESSES, METAL FORMING, USED OR REBUILT"
8462630030,"SERVO-PRESSES, METAL FORMING, N/C, NEW"
8462630060,"SERVO-PRESSES, METAL FORMING, EXCEPT N/C, NEW"
8462690010,"COLD METAL WORKING PRESSES, USED OR REBUILT, NESOI"
8462690030,"COLD METAL WORKING PRESSES, NEW, N/C, NESOI"
8462690060,"COLD METAL WORKING PRESSES, NEW, EXC N/C, NESOI"
8462900010,"MACH TOOLS, WORK BY FORMING MTL, NESOI, USED"
8462900020,"MACHS, WRK BY FORM MTL, NESOI, $3025, UN, NEW"
8462900030,"MAC, WRK BY FORM MTL, NESOI, N/C, $3025,UN, NEW"
8462900060,"MACH TOOL WRK BY FORM MTL, EXC HYDRL PRESS, NESOI"
8462910030,"HYDRAULIC PRESSES, METAL FORMING, USED OR REBUILT"
8462910060,"HYDRAULIC PRESSES, METAL FORMING, N/C, NEW"
8462910090,"HYDRAULIC PRESSES, METAL FORMING, EXCEPT N/C, NEW"
8462990010,"MACH TOOLS, WORK BY FORMING MTL, NESOI, USED"
8462990020,"MACHS, WRK BY FORM MTL, NESOI, $3025, UN, NEW"
8462990030,"MAC, WRK BY FORM MTL, NESOI, N/C, $3025,UN, NEW"
8462990040,"MACH TOOLS MECH,MTL FORM,EXC N/C, $3025 OV, NEW"
8462990060,"MACH TOOL WRK BY FORM MTL, EXC HYDRL PRESS, NESOI"
8465200000,"MACHINING CENTERS,HRD MATL,NESOI"
8465910020,"WOODWORKING SAWING MACHINES,NESOI,USED OR REBUILT"
8465910076,"WOODWORKING SAWING MACHINES, NESOI, NEW"
8465910090,"SAWING MACHINES,HARD MATL,NESOI"
8465920010,"PLAN,MILL,MLDING MACH(BY CUT),WDWRKNG,USED/REBUILT"
8465920021,"DOVETAILING MACHINES, WOODWORKING, NEW"
8465920041,"JOINTERS, WOODWORKING, NEW"
8465920061,"SHAPERS AND PROFILERS, WOODWORKING, NEW"
8465920074,ROUTERS FOR WOODWORKING
8465920078,"OTHER,PLAN,MILL,MLDING(CUT)MACH,WDWRKNG,NESOI,NEW"
8465920090,"PLAN,MILL,MLDNG(BY CUT)MACH,HRD MTL,NESOI"
8465930027,"EDGE BELT SANDERS, WOODWORKING, NEW"
8465930090,"GRND, SAND OR POLSHING MACH, HARD MTL, NESOI"
8465940090,"BENDING OR ASSMBLNG MACH,HRD MATL,NESOI"
8465950028,"DRLLING OR MRTISING MACH,WDWORKING,USED OR REBUILT"
8465950038,"DRILLING MACHINES, WOODWORKING, NEW"
8465950090,"DRLLING OR MRTSING MACH,HARD MATL,NESOI"
8465960050,"SPLITTING, SLICING OR PARING MACH, HARD MATL,NESOI"
8465990110,"DEBARKERS, WOODWORKING MACHINES"
8465990120,"LATHES, WOODWORKING MACHINES"
8465990130,"WOODWORKING MACHINE TOOLS,NESOI"
8465990150,"MACH TLS FOR WKNG HRD MTRLS,(NOT WOOD),NESOI"
8466910000,PARTS FOR MACHINES OF HEADING 8464
8466920020,PARTS FOR WOODWORKING MACHINES
8466920080,OTHER PARTS FOR MACHINES OF HEADING 8465
8466933050,PART/ACCES OF METLWKNG MACH TOOLS FOR CUTTING GEAR
8466939050,"PARTS F MACH OF HEADING 8456 TO 8461,EXC GEAR CUT"
8466940002,PARTS FOR MACHINES OF HEADING 8462 OR 8463
8467290030,"ELEC HD GRNDRS,SNDRS,&PLSHR;NT ANGLE,ORBTL,STRG-LN"
8467290095,"ELECTROMEHANICAL HAND TOOLS,NESOI"
8469000000,TYPEWRITERS; WORD PROCESSING MACHINES
8470100000,"ELEC CALCULATORS,OPERATE W/O EXTERNAL POWER SOURCE"
8472909002,"OFFICE MACHINES, NESOI"
8473100020,PARTS OF WORD PROCESSING MACHINES
8473100095,PARTS & ACCESSORIES OF TYPEWRITERS
8473300002,PARTS & ACCESSORIES FOR MACHINES OF 8471
8473400000,PARTS AND ACCSORIES OF MACHINES OF 8472
8473400020,PARTS AND ACCSORIES OF MACHINES OF 8472
8473400095,PARTS & ACCESSORIES OF HEADING 8472
8473500000,PTS SUITBLE FR USE W MAC OF 2/MORE HEAD 8469-8472
8474800090,"MACH, NESOI, F AGGLOMRTNG,MOLDING,ETC MINERAL PROD"
8477109025,INJECT-MOLDING MACH FOR PROCESSING THERMOPLASTICS
8477200030,"EXTRUDERS, SINGLE SCREW, FOR THERMOPLASTICS"
8477200060,"EXTRUDERS FOR PROCESSING THERMOPLASTICS, NESOI"
8477800000,"MACH FOR WORKING RUBBER OR PLASTICS ETC, NESOI"
8477900010,PARTS OF INJECTION-MOLDING MACHINES
8477900020,PARTS OF EXTRUDERS FOR RUBBER OR PLASTICS
8477900030,PARTS OF BLOW-MOLDING MACHINES
8477900040,PARTS OF MACHINES FOR FORMING PNEUMATIC TIRES
8477900095,PARTS OF MACH WORKING RUBBER OR PLASTICS ETC NESOI
8477900096,PARTS OF MACH WORKING RUBBER OR PLASTICS ETC NESOI
8478900000,"PARTS OF MACH,NESOI,FOR PREP OR MAKING UP TOBACCO"
8479899850,OIL AND GAS FIELD WIRE LINE AND DOWNHOLE EQUIPMENT
8479899860,"AUTOMOTIVE MAINTENANCE MACHINES, NESOI"
8479899865,HYDRAULIC ACCUMULATORS
8479899885,ULTRASONIC CLEANING DEVICES
8479899895,INDUSTRIAL VIBRATORS
8479899898,"MACHINES AND MECHANICAL APPLIANCES, NESOI"
8479899900,"MACHINES AND MECHANICAL APPLIANCES, NESOI"
8479909440,"PARTS OF INDUSTRIAL ROBOTS, NESOI"
8479909450,"PARTS OF MACH FOR PUBLIC WORKS, BUILD OR THE LIKE"
8479909460,"PTS OF PRESS & OTH MACH FOR TREAT WOOD/CORK, NESOI"
8479909465,"PARTS OF MACH/MECHANICAL APPL FOR TREAT MTL,NESOI"
8479909498,PTS OF MACHINES & MECHAN APPL HAV INDIV FUNC NESOI
8479909640,"PARTS OF INDUSTRIAL ROBOTS, NESOI"
8479909650,"PARTS OF MACH FOR PUBLIC WORKS, BUILD OR THE LIKE"
8479909660,"PTS OF PRESS & OTH MACH FOR TREAT WOOD/CORK, NESOI"
8479909665,"PARTS OF MACH/MECHANICAL APPL FOR TREAT MTL,NESOI"
8479909698,PTS OF MACHINES & MECHAN APPL HAV INDIV FUNC NESOI
8480490000,"MOLDS, NESOI, FOR METAL OR METAL CARBIDES"
8480500000,MOLDS FOR GLASS
8480600000,MOLDS FOR MINERAL MATERIALS
8480790000,MOLDS F RUBBER OR PLASTICS EXC INJECT OR COMPRESSN
8481801010,"TAPS,COCKS,VALVES, HD OP, COPPER, UN 850 KPA"
8481907000,PARTS OF HAND OPERATED AND CHECK APPLIANCES
8481909010,PARTS OF VALVES F OLEOHYDRLC OR PNEUMATIC TRANSMN
8481909090,"PARTS OF TAPS,COCKS,VALVES, ETC, NESOI"
8482101000,BALL BEARINGS WITH INTEGRAL SHAFTS
8482200060,"TAP ROLL BRG,CUP&CONE ASS AS SET,CUP DIA GT 102MM"
8482200080,"TAP ROLL BRG,CONE ASS SEPARA,CUP DIAM GT 102 MM"
8482991010,INNER AND OUTER RACES FOR BALL BEARINGS
8482991050,"PARTS, NESOI, FOR BALL BEARINGS"
8482993010,CUPS ENTERED SEPARATELY F TAPERED ROLLER BEARINGS
8482993050,"PARTS, NESOI, FOR TAPERED ROLLER BEARINGS"
8482995000,PARTS OF SPHERICAL ROLLER BEARINGS
8482997030,"PARTS, NESOI, FOR NEEDLE BEARINGS"
8482997060,"PARTS,NESOI, FOR CYLINDRICAL ROLLER BEARINGS,NESOI"
8482997090,"PARTS,NESOI, FOR ROLLER;COMB.BALL/ROLLER BEARINGS"
8483101020,CAM/CRANKSHAFT F SPARK IGN ENG F VEHICLES OF CH 87
8483200010,HOUSED BEARINGS INCORPORATING BALL BEARINGS
8483200050,HOUSED BEARINGS INCORPORATING ROLLER BEARINGS
8483305020,"BEARING HOUSINGS, BALL OR ROLLER BEARING TYPE"
8483305040,BEARING HOUSINGS EXCPT BALL OR ROLLER BEARING TYPE
8483404010,"FIXED RATIO SPEED CHANGERS, MANUAL"
8483404050,"MULTIPLE & VARIABLE RATIO SPEED CHANGERS, MANUAL"
8483508030,"GROOVED PULLEYS, NESOI"
8483508080,"FLYWHEELS, PULLEY BLOCKS AND PULLEYS, NESOI"
8483604000,CLUTCHES AND UNIVERSAL JOINTS
8483901000,CHAIN SPROCKETS AND PARTS THEREOF
8483905000,"PARTS OF GEARING, GEAR BOXES AND OTH SPEED CHANGER"
8483909500,"PARTS OF BRG HOUSING,PLAIN BRG,CLUTCHES,FLYWHL,ETC"
8485900100,PARTS OF MACHINES FOR ADDITIVE MANUFACTURING
8487100000,SHIPS' PROPELLERS AND BLADES THEREFOR
8501103000,"ELECTRIC MOTORS, AC, LT 18.65 W (1/40 HP) OUTPUT"
8501203000,"UNIVERSAL AC/DC ELECTRIC MOTORS,GT 74.6 - LT 746 W"
8501313000,"DC MOTORS GT 74.6 BUT LT 746 W, NESOI"
8501318000,"DC  GENERATORS, NOT EXCEEDING 750 W"
8501324000,"DC MOTORS, GT=14.92 W BUT LT 75 KW"
8501326000,DC  GENERATORS GT 750 W BUT LT= 75 KW
8501332000,"DC ELECTRIC MOTORS, GT 75KW BUT LT 149.2 KW"
8501336000,DC GENERATORS GT 75KW BUT LT= 375 KW
8501346000,DC GENERATORS OF AN OUTPUT EXCEEDING 375 KW
8501403020,"GEAR MOTORS, AC, SINGLE-PHASE,GT 74.6 BUT LT 746W"
8501403040,"AC MOTORS,SINGLE-PHSE,GT 74.6 W BUT LT 746 W,NESOI"
8501513020,"ELECTRIC MOTORS, AC GEAR MOTORS,(74.6-746W) ML-PS"
8501513040,"ELECTRIC MOTORS, AC (74.6-746 W) ML-PS"
8501528000,"AC MOTORS, MLT-PHS, GT 14.92KW BUT LT= 75 KW,NESOI"
8501534000,AC  MOTORS MLT-PHS (75 - 149.2 KW) OUTPUT
8501610000,"AC GENERATORS (ALTERNATORS), OUTPUT LT=75 KVA"
8501620000,AC GENERATORS (ALTERNATOR) GT 75 KVA BUT LT=375KVA
8501630000,AC GENERATORS(ALTERNATOR) GT 375 KVA BUT LT=750KVA
8501640020,"AC GENERATORS (ALTRS) GT 750 KVA BUT LT=10,000 KVA"
8501640030,AC GENERATORS (ALT) GT 10000 KVA BUT LT= 40000 KVA
8501640050,"AC GENERATORS (ALTERNATORS) EXCEEDING 40,000 KVA"
8501640120,"AC GENERATORS (ALTRS) GT 750 KVA BUT LT=10,000 KVA"
8502200040,"ELECTRIC GENERATING SETS,GASOLINE,  LT 5 KVA"
8502200080,"GENERATING SETS, ELC, GASOLINE, EXCEEDING 5 KW"
8502390000,"GENERATING SETS, ELECTRIC, NESOI"
8502390010,"ELECTR GENERATING SETS PWRD BY GAS TURBINES, NESOI"
8502390090,ELECTRIC GENERATING SETS EXCEPT GAS TURBINES NESOI
8503005000,ELECTRIC MOTOR PARTS OTHER THAN COMMUTATORS
8503006040,GENERATOR PARTS OTHER THAN COMMUTATORS
8503006060,"MACHINERY PARTS FOR USE IN HEADS 8501& 8502, NESOI"
8504230040,LIQUID DLCTC TRANSFORM GT 10000 BUT LT=100000 KVA
8504409585,"STATIC CONVERTERS, NESOI"
8504500000,"INDUCTORS, NESOI"
8504900020,TRANSFORMER PARTS
8504900080,"STATIC CONVERTER &  INDUCTOR PARTS, NESOI"
8505110000,PERMANENT MAGNETS MADE OF METAL
8505119000,"PERMANENT MAGNETS OF METAL, NESOI"
8505190000,PERMANENT MAGNETS MADE OF MATERIALS O/T METAL
8505908000,"ELECTROMAGNETIC ARTICLES, AND PARTS, NESOI"
8507200030,"LEAD ACID STORAGE BATTERIES, 6 VOLT, NESOI"
8507200040,"LEAD ACID STORAGE BATTERIES, 12 VOLTS, NESOI"
8507200060,"LEAD ACID STORAGE BATTERIES, 36 VOLTS, NESOI"
8507200090,"LEAD ACID STORAGE BATTERIES, NESOI"
8507300000,NICKEL-CADMIUM STORAGE BATTERIES
8507400000,NICKEL-IRON STORAGE BATTERIES
8507600000,LITHIUM ION BATTERIES
8507800002,"STORAGE BATTERIES, NESOI"
8507800100,"STORAGE BATTERIES, NESOI"
8509400020,"ELECTRIC FOOD MIXERS INCLUDING BLENDERS, DOMESTIC"
8509805060,"ELECTRIC HUMIDIFIERS, DOMESTIC"
8509805091,"ELECTROMECHANICAL DOMESTIC APPLIANCES, NESOI"
8509903000,"ELECTRIC FLOOR POLISHER PARTS, DOMESTIC"
8509904050,"ELECTRIC DOMESTIC APPLIANCE PARTS, NESOI"
8510200000,ELECTRIC HAIR CLIPPERS
8510903000,ELECTRIC HAIR CLIPPER PARTS
8511908000,"INTERNAL COMBUSTION ENGINE PARTS, NESOI"
8512100000,LIGHTING OR VISUAL SIGNALING EQUIPMENT FOR BICYCLE
8512202000,LIGHTING EQUIPMENT FOR MOTOR VEHICLES
8512204000,VISUAL SIGNALING EQUIPMENT FOR MOTOR VEHICLES
8512300050,SOUND SIGNALING EQUIPMENT FOR MTR VHL/CYCLES
8512905000,LIGHTING EQUIPMENT PARTS OF MOTOR VEHICLES/CYCLES
8512908000,WINDSHIELD WIPERS/DEFROSTERS/DEMISTER PARTS
8513100000,PORTABLE ELECTRIC LAMPS
8513900000,PORTABLE ELECTRIC LAMP PARTS
8514100000,RESISTANCE HEAT FURNACES AND OVENS
8514300000,"INDUSTRIAL OR LABORATORY FURNACES AND OVENS, NESOI"
8514310000,ELECTRON BEAM FURNACES
8514320000,PLASMA AND VACUUM ARC FURNACES
8514390000,"INDUSTRIAL/LAB ELECTRIC FURNACES AND OVENS, NESOI"
8516290000,"ELECTRIC SPACE/SOIL HEATING APPARATUS,NESOI"
8516320000,"ELECTROTHERMIC HAIR DRESSING APPARATUS,NESOI"
8516400000,ELECTRIC FLATIRONS
8516500000,"MICROWAVE OVENS, FOR DOMESTIC USE"
8516604000,"ELECTRIC COOKING STOVES, RANGES & OVENS, DOMESTIC"
8516710000,"ELECTRIC COFFEE OR TEA MAKERS, DOMESTIC"
8516800000,ELECTRIC HEATING RESISTORS
8516901700,MICROWAVE OVENS PARTS (DOMESTIC USE)
8516902700,"COOKING STOVE, RANGE AND OVEN PARTS"
8516909500,"ELECTROTHERMIC APPLIANCE PARTS, NESOI"
8517120020,RADIO TELEPHONES FOR INSTALLATION IN MOTOR VEHICLE
8517120050,CELLULAR RADIOTELEPHONES FOR PCRS
8517120080,"TELEPHONES FOR CELL/OTHER WIRELESS NETWORKS, NESOI"
8517180000,"TELEPHONE SETS, NESOI"
8517620030,WI-FI PROTOCOL
8517620040,BLUETOOTH PROTOCOL
8517620050,"MACH FOR RECP/CONVER/ETC OF VOICE/IMAGE/DATA,NESOI"
8517620060,PROPRIETARY PROTOCOL
8517620070,MULTIPROTOCOL
8517620080,"SWITCHING AND ROUTING APPARATUS, NESOI"
8517620085,"MACH FOR RECP/CONVER/ETC OF VOICE/IMAGE/DATA,NESOI"
8517700000,PARTS OR APPS FOR TRASMISIT/RECP OF VOICE/IMG/DATA
8518100000,MICROPHONES AND STANDS THEREOF
8518290000,"LOUDSPEAKERS, NESOI"
8518901000,TELEPHONE HANDSET AND REPEATER PARTS
8518903000,"MICROPHONE, LOUDSPEAKER & AMPLIFIER PARTS"
8519500000,TELEPHONE ANSWERING MACHINES
8519813000,"MAGNET TAPE RECORDER/REPRODUCERS,DIGITAL AUDIO TYP"
8519814010,"CASSETTE TAPE RECORDER/PLAYERS, NESOI"
8519814020,OPTICAL DISC RECORDERS
8519814050,SOUND RECORD APP MGNT/OPTCL/SEMICNDCTR MEDIA NESOI
8521100000,"VIDEO RECORDING OR REPRODUCING APP, MAGNETIC TAPE"
8522900010,MAGNETIC RECORDING AND REPRODUCING HEADS
8522900090,"TURNTABLE/CASSETTE/VIDEO REC,PLAY PARTS, NESOI"
8522900092,"PARTS OF APPARATUS OF HEADING 8519 OR 8521, NESOI"
8524110000,LCD FLAT PANEL MODULE W/O DRIVERS/CONTROLS CIRCUIT
8524991000,"FLAT PANEL DISPLAT MODULES, NESOI"
8525502010,TV APPARATUS FOR RECEP OF TV SIGNALS BY SATELLITE
8525502050,"TELEVISION TRANSMISSION APPARATUS, NESOI"
8525506050,RADIO TRANSMITTERS NOT EXCEEDING 30 MHZ
8525508040,"COMMUNICATIONS TRANSMISSION APPARATUS,NESOI"
8525601035,"RADIO TRANSCEIVERS, HAND-HELD, NESOI"
8525601045,"RADIO TRANSCIEVERS, MARINE VHF-FM"
8525601055,"RADIO TRANSCEIVERS, OTHER"
8525800035,"TELEVISION CAMERAS, COLOR"
8525800045,"TELEVISION CAMERAS, NESOI"
8525804000,DIGITAL STILL IMAGE VIDEO CAMERAS
8525805010,8MM CAMCORDERS
8525805020,CAMCORDERS EXCEPT 8MM
8525805050,"STILL IMAGE VIDEO CAMERA,VDEO CAMERA RECORDR,NESOI"
8525892500,"TELEVISION CAMERAS, COLOR, NESOI"
8525893500,"TELEVISION CAMERAS, NESOI"
8525895010,8MM CAMCORDERS
8525895020,CAMCORDERS EXCEPT 8MM
8526100070,RADAR APPARATUS NESOI
8526910030,"RADIO NAVIGATIONAL AID APPARATUS, RECEPTION ONLY"
8526910050,SATELLITE NAVIGATION RECEIVERS
8526910060,"RADIO NAVIGATIONAL AID APPRTUS, RECPTN ONLY, NESOI"
8526910070,"RADIO NAVIGATIONAL AID APPARATUS,NESOI"
8526910080,SATELLITE NAVIGATION APPARATUS
8526910090,"RADIO NAVIGATIONAL AID APPARATUS,NESOI"
8526920000,RADIO REMOTE CONTROL APPARATUS
8527132000,"RADIOBRDCST RECEIV,BATTERY TPE, RADIO-TAPE RECORDR"
8527136000,"RADIOBRDCST RECEIVERS, BAT TYPE,W SOUND APPS,NESOI"
8527190000,"RADIOBROADCAST RECEIVERS, BATTERY TYPE, NESOI"
8527210000,"RADIOBRDCST RECV FOR MOTOR VEHC,COMBO AND REC/REP"
8527290000,RADIOBROADCAST RECEIVERS FOR MOTOR VEHICLES NESOI
8527910000,"RADIO RECEIVERS, WITH SOUND RECORDER, NESOI"
8527920000,"RADIO RECEIVERS,WITH CLOCK, W/O REC/PLAY APPS"
8527993060,"RADIO RECEIVERS, NOT FOR USE IN CIVIL AIRCRAFT"
8527995030,"RECEPTION APPARATUS, NESOI"
8528410000,CATHODE-RAY TUBE (CRT) MONITORS
8528490100,"CATHODE-RAY TUBE VIDEO MONITORS, COLOR"
8528510000,"MONITORS, USED W/ ADP SYSTEMS OF HEAD. 8471, NESOI"
8528590100,"VIDEO MONITORS, COLOR, NESOI"
8528590200,"VIDEO MONITORS, COLOR, NESOI"
8528610000,PROJECTOR PRINCIPALLY USED IN ADP SYSTEMS OF 8471
8528690100,"VIDEO PROJECTORS, COLOR"
8528710000,TV RECP APP NT DES TO INC A VID DISPLAY OR SCREEN
8528723000,"TV RECEP APP,COLOR,INC VIDEO RCRDNG/REPROD APP"
8528726005,"TV RECV,COLOR,TUBE,W/RADIO RECV/SND REC APPS"
8528726010,"TV RECP APP,COLOR, HAVNG PICTURE TUBE LT=52CM"
8528726040,"TV RECP APP,COLOR,HAVNG PICTURE TUBE GT 52"
8528726057,"TV RECP APP,COLOR,WITHOUT PICTURE TUBE, NESOI"
8529102020,"TELEVISION ANTENNAS, RECEIVING ONLY & PARTS"
8529102050,"TELEVISION ANTENNAS & PARTS, NESOI"
8529102090,TELEVISION ANTENNA REFLECTORS & PARTS
8529104000,"ANTENNAS & PARTS FOR RADAR, RADIO NAVIGATIONAL AID"
8529109000,"ANTENNAS & PARTS, FOR HEAD 8524-8528, NESOI"
8529901000,TELEVISION TUNERS
8529903000,TELEVISION CAMERA PARTS
8529903540,"CONVERGENCE ASSEMBS, FLYBACKS, FS COILS,D COILS,TV"
8529903800,"TV APPARATUS PARTS FOR HEADINGS 8524-8528, NESOI"
8529904720,RADAR APPARATUS PARTS
8529904740,RADIO NAVIGATIONAL AID APPARATUS PARTS
8529904760,RADIO REMOTE CONTROL APPARATUS PARTS
8529906000,"PARTS FOR APPARATUS OF HEADINGS 8525-8528, NESOI"
8529906100,"PARTS FOR APPARATUS OF HEADINGS 8524-8528, NESOI"
8531800010,INDICATOR PANELS INCORPORATING FLUORESCENT DEVICES
8531800025,"INDICATOR PANELS, NESOI"
8531800030,HORNS (ELECTRIC SOUND SIGNALING APPARATUS)
8531800040,"SOUND SIGNALING APPARATUS,ELECTRIC, NESOI"
8531800050,"SIGNALING APPARATUS, ELECTRIC, NESOI"
8531900002,"PARTS OF ELEC SOUND/VISUAL SIGNAL APPARATUS, NESOI"
8532250050,"FIXED CAPACITORS, DIELECTRIC, LEADLESS, NESOI"
8533100070,"FIXED CARBON RESISTORS FILM, COMPOSITION, 2 LEADS"
8533210025,FIXED RESISTORS LE 20 W SURFACE MOUNTD GT 2 TRMNLS
8533210045,"FIXED RESISTORS LE 20 W SURFACE MOUNTED, 2 TERMINL"
8533210075,"FIXED RESISTORS, HAVING MORE THAN 2 LEADS, NESOI"
8533400040,RHEOSTAT & RESISTOR TYPE MOTOR STARTERS/CONTROLERS
8533400080,"VARIABLE RESISTORS, INCLUDING POTENTIOMETERS,NESOI"
8533900000,ELECTRIC RESISTOR PARTS
8535908090,ELEC SWITCH/CIRCUIT PROTECT APP FOR GT 1000V NESOI
8536300000,"ELECTRICAL CIRCUIT PROTECTION APPS, LT=1000V,NESOI"
8536509030,"SWITCHES, PUSH-BUTTON, RATED AT NOT OVER 5 A"
8536695050,"ELECTRICAL PLUGS & SOCKETS, LT=1000 V, NESOI"
8536908010,"ELECTRICAL DISTRIBUTION DUCTS,NOT EXCEEDING 1000 V"
8536908030,"ELECTRICAL JUNCTION BOXES NOT EXCEEDING 1,000 V"
8536908085,ELECTRICAL APPARATUS FOR SWCH/PROTECT CIRCTS NESOI
8537109020,SWITCHGEAR ASSEMBLIES AND SWITCHBOARDS LT=1000 V
8537109030,NUMERICAL CONTROLS FOR CONTROLLING MACHINE TOOLS
8537109050,"PANEL BOARDS & DISTRIBUTION BOARDS; LT=1,000 VOLTS"
8537109060,"PROGRAMABLE CONTROLLERS, LT=1,000 VOLTS"
8537109090,BOARDS ETC 2 AP FR 8535&6 EL CTL/DST LT1000V NESOI
8538907020,AUTO CIR BREAKER PARTS FOR HEAD 8535/8536/8537
8538907040,"ELECTRICAL METAL CONTACTS FOR HEAD 8535,8536,8537"
8538907060,"SWITCHGEAR PARTS FOR HD 8535, 8536, 8537, NESOI"
8538907080,"PRTS SUITBL FOR USE W/APPS IN 8535,8536,8537,NESOI"
8539100020,SEALED BEAM LAMP UNITS UNDER 15.24 CM
8539100040,SEALED BEAM LAMP UNITS 15.24 CM OR OVER
8539212000,TUNGSTEN HALOGEN FILAMENT LAMPS LT=100 V
8539228050,"FILAMENT LAMP LT=150 W,BUT GT 100 V, NESOI"
8539292500,"FILAMENT LAMPS, EXCLUDING UV/IR, LT=100V, NESOI"
8539310000,"DISCHARGE LAMPS, (EX ULTRAVIOLET), FLUORESCENT"
8539390000,"DISCHARGE LAMPS, (NOT ULTRAVIOLET), NESOI"
8539500000,LIGHT-EMITTING DIODE (LED) LAMPS
8539520000,LIGHT-EMITTING DIODE (LED) LAMPS
8540110035,"CATHODE-RAY TV PICTURE TUBES, COLOR, LT=50 CM"
8540110070,CATHODE-RAY TV TUBES (50 - 67 CM) DIAGONAL DISPLAY
8540110080,CATHODE-RAY TELEVISION TUBES VIDEO DGNL GT 67 CM
8540120000,"CATHODE-RAY TV PICTURE TUBES, BLACK & WHITE"
8540202000,CATHODE RAY TV & OTHER PHOTOCATHODE TUBES
8540600055,"CATHDE-RAY TUBES,VIDEO DISPLY DIAG LT=36 CM, NESOI"
8540914000,"CATHODE RAY TUBE PARTS, NESOI"
8540990000,"THERMIONIC,COLD CATHODE,PHTCATHODE TUBE PARTS, NES"
8541210080,"TRANSISTORS OTHER THAN PHOTOSENSITIVE,LT 1 W,NESOI"
8541290080,TRANSISTORS OTHER THAN PHOTOSENSITIVE GT=1 W
8541402000,LIGHT-EMITTING DIODES (LED'S)
8541406010,CHIPS & WAFERS FOR PHOTOSENSITIVE DIODES
8541406020,SOLAR CELLS ASSEMBLED INTO MODULES OR PANELS
8541406030,"SOLAR CELLS, NOT MADE INTO PANELS OR MODULES"
8541406050,"PHOTOSENSITIVE DIODES, NESOI"
8541407040,CHIPS AND WAFERS FOR PHOTOSENSITIVE TRANSISTORS
8541407080,"PHOTOSENSITIVE TRANSISTERS, NESOI"
8541408000,OPTICAL COUPLED ISOLATORS
8541409500,"PHOTOSENSITIVE SEMICONDUCTOR DEVICES, NESOI"
8541420000,"SOLAR CELLS, NOT MADE INTO PANELS OR MODULES"
8541430000,SOLAR CELLS ASSEMBLED INTO MODULES OR PANELS
8541500040,"CHIPS & WAFERS FOR SEMICONDUCTOR DEVICES, NESOI"
8541500080,"SEMICONDUCTOR DEVICES, NESOI"
8541600025,"MOUNTED PIEZOELECTRIC CRYSTALS, QUARTZ, LT= 20 MHZ"
8542310000,"PROCESSORS & CONTOLLERS W/NOT COMBO W MEMORIS, ETC"
8542320015,"ELEC IC, MEM, DYNAMIC READ/WRITE, NT OVR 1 GB"
8542320023,DRAM OVER 1 GB
8542320040,STATIC READ-WRITE RANDOM ACCESS (SRAM)
8542320050,ELECTRICALLY ERASABLE PROGRMBLE READ-ONLY MEMORY
8542320060,"ELECTRIC INTEGRATED CIRCUITS, (EPROM) NT ELEC PROG"
8542320070,"ELEC INTEGRATED CIRCUITS, MEMORY, NESOI"
8542330000,"ELECTRONIC INTEGRATED CIRCUITS, AMPLIFIERS"
